Planting,Unique Planting,State,ID,Lab,Share Code,Source,Type,Store Name,Store Brand,Farmer,Farm Practices,Variety,Quality in field,Damage,Quality in lab,Color,Size cm,Brix,Dry Mass % (x 100),Polyphenols,Antioxidants,"Crop, Sodium (noisy)","Crop, Magnesium (noisy)","Crop, Aluminum","Crop, Silicon","Crop, Phosphorous","Crop, Sulfur","Crop, Chlorine","Crop, Potassium","Crop, Calcium","Crop, Manganese","Crop, Iron","Crop, Nickel","Crop, Copper","Crop, Zinc","Crop, Arsenic","Crop, Selenium","Crop, Molybdenum","Crop, Lead",Soil 0-10cm Organic Matter %,Soil 0-10cm Total Organic Carbon %,Soil 0-10cm pH,Soil 0-10cm Soil Respiration,"Soil 0-10cm, Sodium (noisy)","Soil 0-10cm, Magnesium (noisy)","Soil 0-10cm, Aluminum","Soil 0-10cm, Silicon %","Soil 0-10cm, Phosphorous","Soil 0-10cm, Sulfur","Soil 0-10cm, Potassium","Soil 0-10cm, Calcium","Soil 0-10cm, Titanium","Soil 0-10cm, Vanadium","Soil 0-10cm, Chromium","Soil 0-10cm, Manganese","Soil 0-10cm, Iron","Soil 0-10cm, Nickel","Soil 0-10cm, Copper","Soil 0-10cm, Zinc","Soil 0-10cm, Arsenic","Soil 0-10cm, Selenium","Soil 0-10cm, Rubidium","Soil 0-10cm, Strontium","Soil 0-10cm, Molybdenum","Soil 0-10cm, Lead",Soil 10-20cm Organic Matter %,Soil 10-20cm Total Organic Carbon %,Soil 10-20cm pH,Soil 10-20cm Soil Respiration,"Soil 10-20cm, Sodium (noisy)","Soil 10-20cm, Magnesium (noisy)","Soil 10-20cm, Aluminum","Soil 10-20cm, Silicon %","Soil 10-20cm, Phosphorous","Soil 10-20cm, Sulfur","Soil 10-20cm, Potassium","Soil 10-20cm, Calcium","Soil 10-20cm, Titanium","Soil 10-20cm, Vanadium","Soil 10-20cm, Chromium","Soil 10-20cm, Manganese","Soil 10-20cm, Iron","Soil 10-20cm, Nickel","Soil 10-20cm, Copper","Soil 10-20cm, Zinc","Soil 10-20cm, Arsenic","Soil 10-20cm, Selenium","Soil 10-20cm, Rubidium","Soil 10-20cm, Strontium","Soil 10-20cm, Molybdenum","Soil 10-20cm, Lead",Shipping time hrs,Processing time hrs,Total time hrs,Maturity days,Sweetness (0-5 scale),Flavor (0-5 scale),Overall Taste (0-5 scale),Juice Scan Device ID,Juice Scan 365nm,Juice Scan 385nm,Juice Scan 450nm,Juice Scan 500nm,Juice Scan 530nm,Juice Scan 587nm,Juice Scan 632nm,Juice Scan 850nm,Juice Scan 880nm,Juice Scan 940nm,Surface Scan Device ID,Surface Scan 365nm,Surface Scan 386nm,Surface Scan 450nm,Surface Scan 500nm,Surface Scan 530nm,Surface Scan 587nm,Surface Scan 632nm,Surface Scan 850nm,Surface Scan 880nm,Surface Scan 940nm
,,massachusetts,4612.3,Ann Arbor,0,store,carrot,big_y,grimmway_farms,,none,,damage other,one has rotten spot,yes,orange,27,8,0.099,22.89,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.93,-5.579999999999998,-2.6400000000000006,-1.1700000000000017,0.8600000000000065,9.479999999999997,11.030000000000001,20.790000000000006,9.969999999999999,48.69999999999999,00:00:01:13,3.481,4.490,4.815,7.041,9.816,46.63,53.22,63.40,56.64,58.12
,,massachusetts,4610.1,Ann Arbor,0,store,carrot,big_y,bunny_luv,,none,,none,,yes,orange,33,8.3,0.108,13.35,10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.57,-3.900000000000002,-2.25,-1.25,1.7199999999999989,26.479999999999997,28.090000000000003,31.92,17.300000000000004,53.500000000000014,00:00:01:13,3.341,3.348,2.255,4.222,7.262,46.02,57.55,68.74,62.84,56.92
,,massachusetts,4610.2,Ann Arbor,0,store,carrot,big_y,bunny_luv,,none,,none,,yes,orange,27,11.1,0.115,19.29,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.390000000000001,-3.6800000000000033,-1.75,-0.7100000000000009,2.5799999999999983,26.79,28.099999999999994,32.17999999999999,17.619999999999997,53.20000000000002,00:00:01:13,3.115,3.177,2.247,4.634,7.984,50.23,62.96,73.02,68.24,60.72
,,massachusetts,4610.3,Ann Arbor,0,store,carrot,big_y,bunny_luv,,none,,none,,yes,orange,26,9.6,0.111,13.64,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.43,-3.7300000000000004,-2.020000000000003,-1.0899999999999963,2.1799999999999997,26.96,28.769999999999996,31.22,17.68,52.099999999999994,00:00:01:13,3.076,2.807,1.867,4.084,6.744,45.14,58.52,71.83,65.62,59.15
,,massachusetts,4611.1,Ann Arbor,0,store,carrot,big_y,grimmway_farms,,none,,damage,,yes,orange,30,8.3,0.113,8.87,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.950000000000003,-4.149999999999999,-2.1400000000000006,-1.1499999999999986,1.2899999999999991,22.139999999999993,25.11,32.64,17.939999999999998,57.29999999999998,00:00:01:13,5.233,5.675,4.512,6.464,10.05,60.18,72.94,77.80,75.24,62.56
,,massachusetts,4611.3,Ann Arbor,0,store,carrot,big_y,grimmway_farms,,none,,damage,,yes,orange,25,8.2,0.113,10.03,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.02,-4.25,-1.8800000000000097,-1.3299999999999983,0.8799999999999955,18.909999999999997,22.379999999999995,31.010000000000005,16.909999999999997,54.2,00:00:01:13,4.029,4.218,2.686,3.712,7.429,58.16,71.92,73.49,73.34,63.24
,,massachusetts,4611.2,Ann Arbor,0,store,carrot,big_y,grimmway_farms,,none,,damage,,yes,orange,27,8.5,0.104,12.08,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.940000000000005,-4.270000000000003,-2.019999999999996,-1.1899999999999977,1.1099999999999994,20.03,23.740000000000002,31.950000000000003,17.449999999999996,56.5,00:00:01:13,6.407,6.268,3.928,6.077,8.703,58.89,69.61,74.08,70.31,67.09
,,massachusetts,3500.1,Ann Arbor,0,store,carrot,stop_and_shop,cal_organic,,certified_organic,,none,,yes,orange,21,7,0.102,8.21,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.02,-3.3099999999999987,-2.6299999999999955,-1.2000000000000028,2.3699999999999974,28.72,29.64,41.83999999999999,20.65,68.2,00:00:01:13,3.199,3.250,1.837,4.070,6.948,47.67,57.34,65.55,60.86,57.91
,,massachusetts,3500.2,Ann Arbor,0,store,carrot,stop_and_shop,cal_organic,,certified_organic,,none,,yes,orange,25,,0.113,8.58,22.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,3.051,3.260,1.518,3.969,6.809,45.14,53.32,62.13,56.52,53.15
,,massachusetts,3500.3,Ann Arbor,0,store,carrot,stop_and_shop,cal_organic,,certified_organic,,none,,yes,orange,24,,0.113,7.35,22.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,2.392,2.381,0.9163,3.032,5.525,41.13,51.24,61.26,56.65,49.48
,,massachusetts,3492.3,Ann Arbor,0,store,kale,stop_and_shop,pure_pacific,,certified_organic,,none,,yes,green,310,,0.193,308.6,8453.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,1.506,2.408,6.306,7.339,11.83,8.616,6.500,54.55,46.53,63.86
,,massachusetts,3492.1,Ann Arbor,0,store,kale,stop_and_shop,pure_pacific,,certified_organic,,none,,yes,green,250,,0.197,298.69,7481.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-0.06128,0.02941,1.804,4.528,5.748,3.771,3.501,63.37,49.73,58.95
,,massachusetts,3492.2,Ann Arbor,0,store,kale,stop_and_shop,pure_pacific,,certified_organic,,none,,yes,green,250,,,619.34,15368.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,0.9157,1.614,5.707,6.187,8.844,5.673,5.017,62.34,53.98,67.05
,,massachusetts,3520.1,Ann Arbor,0,store,cherry_tomato,stop_and_shop,nature_sweet,,none,,none,,yes,red,20,7,0.083,48.58,936.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.43,-2.6499999999999986,1.789999999999992,2.6199999999999974,5.960000000000001,18.859999999999992,28.35,34.480000000000004,18.82,57,00:00:01:2f,62.56,15.16,-1.195,5.644,5.127,8.740,12.88,10.51,11.92,14.70
,,massachusetts,3520.2,Ann Arbor,0,store,cherry_tomato,stop_and_shop,nature_sweet,,none,,none,,yes,red,17,7.1,0.085,42.57,2076.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.440000000000001,-2.8400000000000034,1.5,2.6000000000000014,6.079999999999998,18.880000000000003,29.22,31.760000000000005,19.54,50,00:00:01:2f,-14.75,-29.06,-11.02,4.466,3.722,7.104,10.28,9.396,10.41,12.38
,,massachusetts,3499.1,Ann Arbor,0,store,carrot,stop_and_shop,natures_promise,,certified_organic,,none,,yes,orange,24,9.8,0.129,26.7,64.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.880000000000003,-4.119999999999997,-1.8900000000000006,-0.8800000000000026,2.1700000000000017,26.27000000000001,28.260000000000005,30.570000000000007,18,50.7,00:00:01:13,3.003,3.291,2.315,4.462,7.856,53.83,69.08,78.98,76.31,65.39
,,massachusetts,3499.2,Ann Arbor,0,store,carrot,stop_and_shop,natures_promise,,certified_organic,,none,,yes,orange,31,9.3,0.121,16.53,107.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.759999999999998,-4.039999999999999,-2.229999999999997,-1.3500000000000014,1.9500000000000028,25.449999999999996,27.009999999999998,28.680000000000007,16.32,49.599999999999994,00:00:01:13,2.465,2.902,1.784,3.209,6.185,41.38,48.95,55.71,52.09,51.74
,,massachusetts,3499.3,Ann Arbor,0,store,carrot,stop_and_shop,natures_promise,,certified_organic,,none,,yes,orange,32,8.5,0.107,19.75,96.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.390000000000001,-3.549999999999997,-1.8700000000000045,-0.6899999999999977,2.4399999999999977,28.480000000000004,29.160000000000004,31.460000000000008,18.220000000000006,53.000000000000014,00:00:01:13,2.404,2.397,1.397,2.685,5.394,41.50,52.73,63.82,58.35,55.97
,,massachusetts,3485.3,Ann Arbor,0,store,kale,stop_and_shop,baker_farms,,none,,none,,yes,green yellow,256,8.1,0.148,377.09,10736.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.5,-5.210000000000001,-3.719999999999999,-2.1300000000000026,0.21000000000000085,0.8900000000000006,-1.5999999999999943,31.769999999999996,21.53,44.89999999999999,00:00:01:13,1.141,1.332,3.281,4.891,9.666,6.774,4.539,46.74,40.07,61.15
,,massachusetts,3485.1,Ann Arbor,0,store,kale,stop_and_shop,baker_farms,,none,,none,,yes,green yellow,256,6,0.101,244.22,2601.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.550000000000001,-5.270000000000003,-3.6700000000000017,-1.9200000000000017,0.5100000000000051,0.8900000000000006,-1.5300000000000011,30.25,19.979999999999997,45.60000000000001,00:00:01:13,0.9047,1.036,2.283,6.966,12.78,9.591,6.712,51.71,39.87,68.24
,,massachusetts,3485.2,Ann Arbor,0,store,kale,stop_and_shop,baker_farms,,none,,none,,yes,green yellow,256,8.8,0.122,530.24,15607.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.5,-5.060000000000002,-3.4399999999999977,-2.009999999999998,0.3500000000000014,0.8800000000000026,-1.5899999999999963,36.36,26.03,47.10000000000001,00:00:01:13,1.155,1.625,4.707,8.394,14.75,11.44,8.612,57.42,51.02,54.87
,,massachusetts,3518.1,Ann Arbor,0,store,cherry_tomato,stop_and_shop,natures_promise,,certified_organic,,none,,yes,red,32,4.5,0.064,54.07,1059.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.130000000000003,-4.48,-1.3500000000000014,0.1699999999999946,2.720000000000006,13.699999999999996,26.840000000000003,37.230000000000004,18.75,61,00:00:01:2f,34.57,13.22,0.008841,2.286,1.393,4.003,9.446,8.575,9.209,11.63
,,massachusetts,3518.2,Ann Arbor,0,store,cherry_tomato,stop_and_shop,natures_promise,,certified_organic,,none,,yes,red,32,4.8,0.06,49.73,1772.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.039999999999999,-4.219999999999999,-1.1000000000000014,0.4299999999999997,3.6300000000000026,15.299999999999997,27.460000000000008,37.12,19.430000000000003,63.150000000000006,00:00:01:2f,41.06,18.61,1.083,2.425,1.743,4.830,9.383,8.283,9.494,11.39
,,massachusetts,3518.3,Ann Arbor,0,store,cherry_tomato,stop_and_shop,natures_promise,,certified_organic,,none,,yes,red,32,4.8,0.063,44.83,1104.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-4.900000000000002,-4.07,-1.1599999999999966,0.4399999999999977,3.450000000000003,15.060000000000002,27.58,35.879999999999995,18.340000000000003,59.3,00:00:01:2f,42.88,17.83,0.8391,2.344,1.156,4.051,9.661,11.27,11.13,13.81
,,alaska,4666.1,Ann Arbor,0,store,spinach,carrs_safeway,cal_organic,,certified_organic,,none,,yes,green,172,6.5,0.091,271.55,805.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.719999999999999,-5.469999999999999,-4.5,-2.950000000000003,-0.9500000000000028,-0.0799999999999983,-2.2900000000000063,29.319999999999993,18.740000000000002,45.2,00:00:01:13,-0.1376,-0.2879,0.1380,2.396,6.430,4.366,2.629,67.30,54.74,76.31
,,alaska,4666.2,Ann Arbor,0,store,spinach,carrs_safeway,cal_organic,,certified_organic,,none,,yes,green,127,6.5,0.097,206.84,165.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.540000000000003,-5.309999999999995,-3.979999999999997,-2.3900000000000006,-0.509999999999998,0.15000000000000568,-1.9600000000000009,30.430000000000007,19.740000000000002,46.60000000000001,00:00:01:13,0.6840,0.1872,0.6989,4.235,7.847,5.917,4.161,68.49,59.84,70.72
,,alaska,4666.3,Ann Arbor,0,store,spinach,carrs_safeway,cal_organic,,certified_organic,,none,,yes,green,152,7.5,0.102,227.46,459.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.57,-5.229999999999997,-3.9099999999999966,-2.5899999999999963,-0.4399999999999977,0.4799999999999969,-1.9699999999999989,30.25999999999999,19.58,45.400000000000006,00:00:01:13,1.435,1.280,2.635,4.956,8.598,6.345,4.530,70.65,60.49,74.89
,,alaska,4665.3,Ann Arbor,0,store,kale,carrs_safeway,cal_organic,,certified_organic,lacinato,none,,yes,green,338,7.9,0.107,231.56,7173.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.279999999999998,-6.1399999999999935,-3.3799999999999955,-2.4499999999999957,-0.6700000000000017,-0.6000000000000014,-2.1500000000000057,36.38000000000001,26.25,46.400000000000006,00:00:01:13,-0.2895,-0.5368,1.003,1.681,2.801,0.6963,0.9498,49.52,47.03,48.79
,,alaska,4665.2,Ann Arbor,0,store,kale,carrs_safeway,cal_organic,,certified_organic,lacinato,none,,yes,green,338,7.6,0.122,149.01,4151.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.290000000000003,-6.089999999999996,-3.680000000000007,-2.4200000000000017,-0.9499999999999957,-0.37999999999999545,-2.1300000000000026,32.82000000000001,23.160000000000004,44.2,00:00:01:13,-0.6279,-0.8286,1.284,1.988,3.076,0.6782,1.022,45.20,47.79,48.15
,,alaska,4665.1,Ann Arbor,0,store,kale,carrs_safeway,cal_organic,,certified_organic,lacinato,none,,yes,green,338,7.1,0.113,159.88,4435.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.379999999999999,-6.18,-3.200000000000003,-2.530000000000001,-0.7299999999999969,-0.8900000000000006,-2.3499999999999943,34.41999999999999,23.949999999999996,46.099999999999994,00:00:01:13,-0.5953,-1.024,0.08920,0.1921,1.376,-0.8561,-0.4853,55.49,46.02,62.08
,,alaska,4667.1,Ann Arbor,0,store,lettuce,fred_meyer,green_leaf,,local,,none,,yes,green,267,5.5,0.077,19.62,152.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.43,-6.390000000000001,-3.9399999999999977,-3.010000000000005,-2.0800000000000054,-1.2299999999999969,-2.3699999999999974,18.790000000000006,8.21,40.900000000000006,00:00:01:13,2.646,4.447,8.503,18.23,30.71,26.41,21.28,65.26,57.70,66.80
,,alaska,4667.2,Ann Arbor,0,store,lettuce,fred_meyer,green_leaf,,local,,none,,yes,green,267,6.1,0.076,30.65,257.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.289999999999999,-6.170000000000002,-3.8300000000000054,-2.970000000000006,-2.0700000000000003,-0.6400000000000006,-2.220000000000006,16.689999999999998,7.160000000000004,37.5,00:00:01:13,-0.4382,-0.6736,2.270,5.741,10.81,8.431,6.390,56.20,47.30,74.93
,,alaska,4667.3,Ann Arbor,0,store,lettuce,fred_meyer,green_leaf,,local,,none,,yes,green,267,5.8,0.075,21.83,260.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.1,-5.93,-3.3500000000000085,-2.460000000000001,-1.5399999999999991,-0.28000000000000114,-1.8699999999999974,18.64,9.159999999999997,38.70000000000002,00:00:01:13,2.695,4.959,11.14,15.22,27.18,22.71,17.65,65.83,59.90,66.18
,,alaska,4669.1,Ann Arbor,0,store,carrot,fred_meyer,vander_weele_farms,,local,,none,,yes,orange,49,8.1,0.1,21.26,85.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.149999999999999,-4.080000000000005,-2.3799999999999955,-0.9500000000000028,2.3799999999999955,27.86,28.960000000000008,39,22.319999999999993,62.39999999999999,00:00:01:13,0.6145,0.8653,-0.5007,2.218,4.392,28.26,31.87,37.62,31.90,39.68
,,alaska,4669.2,Ann Arbor,0,store,carrot,fred_meyer,vander_weele_farms,,local,,none,,yes,orange,36,7.4,0.092,21.74,71.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.099999999999998,-5.130000000000003,-3.45000000000001,-2.1300000000000026,1.3200000000000003,24.380000000000003,25.879999999999995,37.88000000000001,21.11,61.69999999999999,00:00:01:13,1.602,2.237,1.696,2.867,6.457,36.66,41.50,47.03,39.87,47.06
,,alaska,4669.3,Ann Arbor,0,store,carrot,fred_meyer,vander_weele_farms,,local,,none,,yes,orange,32,8.1,0.098,16.89,42.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-6.079999999999998,-4.880000000000003,-2.6199999999999903,-1.5499999999999972,2.740000000000002,28.669999999999995,30.249999999999993,41.28999999999999,22.890000000000008,64.19999999999999,00:00:01:13,0.02220,0.6399,-0.2612,0.08686,4.280,31.90,36.97,46.10,39.87,45.63
,,alaska,4668.1,Ann Arbor,0,store,carrot,fred_meyer,pams_carrots,,local,,none,,yes,orange,26,7.6,0.088,17.65,33.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.260000000000002,-3.8399999999999963,-2.240000000000009,-1.5799999999999983,1.2899999999999991,27.060000000000002,28.790000000000006,40.230000000000004,25.749999999999993,58.79999999999998,00:00:01:13,3.336,4.110,3.314,3.826,6.699,41.39,47.31,52.34,50.53,42.00
,,alaska,4668.2,Ann Arbor,0,store,carrot,fred_meyer,pams_carrots,,local,,none,,yes,orange,26,8.3,0.102,20.99,66.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.830000000000002,-4.609999999999999,-2.5799999999999983,-1.3999999999999986,0.8099999999999952,20.89,23.839999999999996,33.69,22.449999999999996,54.19999999999999,00:00:01:13,1.514,2.580,1.924,2.743,5.243,40.47,50.35,58.50,57.39,47.46
,,alaska,4668.3,Ann Arbor,0,store,carrot,fred_meyer,pams_carrots,,local,,none,,yes,orange,29,8.1,0.1,12.79,26.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:01:13,-5.32,-3.9200000000000017,-2.430000000000007,-1.2800000000000011,1.7100000000000009,26.89999999999999,28.889999999999993,42.78,26.700000000000003,62.5,00:00:01:13,3.543,4.158,3.109,4.361,7.160,42.58,50.35,56.06,55.22,44.70
,,new_york,3361,Ann Arbor,0,farm_market,grape,,,,certified_organic,,none,,yes,purple,24,17.4,0.197,649.54,1082.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4489.9,121.4,-4368.5,,,,,00:00:00:de,-0.46000000000000085,9.149999999999999,45.80000000000001,18.109999999999996,23.080000000000005,38.480000000000004,34.620000000000005,48.03,47.06,79.47000000000001,00:00:01:2f,-103.4,-48.65,-9.669,2.608,4.754,3.455,5.523,8.041,8.772,4.232
,,florida,3860,Ann Arbor,0,farm_market,cherry_tomato,,,,none,,none,,yes,red,30,6.6,0.078,49.29,889.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.52,148.61,219.13,,,,,00:00:00:de,-3.4200000000000017,0.4299999999999997,17.5,7.790000000000006,7.899999999999999,19.75,25.049999999999997,41.730000000000004,43.79,62,00:00:01:2f,89.16,41.62,0.5828,2.625,3.011,5.787,9.936,11.25,10.52,15.15
,,florida,3863,Ann Arbor,0,farm_market,cherry_tomato,,,,none,,,,yes,red,26,6.1,0.073,51.43,493.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.52,151.79,222.31,,,,,00:00:00:de,-3.229999999999997,0.11999999999999744,18,7.960000000000001,7.82,19.259999999999998,24.320000000000007,43.38000000000001,44.39000000000001,64.4,00:00:01:2f,78.31,37.27,-0.3362,1.867,2.428,3.784,6.612,4.884,5.870,8.700
,,california,2961,Ann Arbor,0,farm_market,grape,,,,certified_organic,,,,yes,green purple,30,19.7,0.209,89.79,649.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.06,71.95,124.01,,,,,00:00:00:de,3.3399999999999963,19.009999999999998,66.1,26.509999999999998,29.369999999999997,37.760000000000005,30.150000000000006,52.67999999999999,48.39,77.29999999999998,00:00:01:2f,56.64,29.66,-0.6245,3.228,3.260,4.255,2.716,1.098,1.110,7.247
,,california,3026c.1,Ann Arbor,0,store,carrot,andys_market,,,local certified_organic,,none,,yes,orange,22,8.4,0.095,7.54,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-2.9200000000000017,-0.7299999999999969,11.939999999999998,4.329999999999998,3.990000000000002,28.6,25.11,40.78999999999999,42.940000000000005,60.91,00:00:00:de,2.192,1.226,1.639,1.875,4.958,39.88,39.08,49.44,52.46,43.19
,,california,3026c.2,Ann Arbor,0,store,carrot,andys_market,,,local certified_organic,,,,yes,orange,31,9.4,0.092,22.23,25.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.1700000000000017,-0.8800000000000026,11.909999999999997,4.25,3.9200000000000017,28.03,24.559999999999995,39.540000000000006,42.43,58.760000000000005,00:00:00:de,3.005,3.280,2.149,2.446,5.865,46.16,45.24,55.85,56.47,48.70
